title,date,question,doctor,answer,url
편도염 관련하여 재질문 드립니다.,2019.12.30,"선생님 현재 증상이 없으면 항생제를 복용 안해도 된다고 하셨는데

고열이나, 목에 통증은 없으나

약을 먹을때는 삼출액이 모두 사라지지만, 약만 끊으면 몇일 후에 삼출액이 또 조금 나와 있고 사라지지 않습니다...

이런 경우 그냥 지켜봐도 되는건가요?",홍인표 [전문의],"안녕하세요. 하이닥 가정의학과 상담의 홍인표입니다.

불편한 점이 없으시면 이제 그만 드셔도 된다고 생각합니다.
삼출액을 사진 찍으면 보일까요? 혹시 보이면 사진한번 올려주세요.",https://www.hidoc.co.kr/healthqna/part/view/C0000489370
입안이 떫고 입안에 허물이 벗겨져요,2019.12.30,"안녕하세요?
한 달 정도 전부터 입안이 떫고 최근에는 입안에 허물이 벗겨집니다.
또 혓바늘이 혀 끝에만 자주 납니다.
특별히 맵고 짠 음식을 먹지는 않았습니다.

잇몸이 좋지않아 두 달 전부터 소금으로 양치질을 하는데
떫고 허물이 벗겨지는 원인이 될 수 있는지요?

로스타스타딘 고지혈증약이나 씬지로이드 약을 복용해서
부작용은 아닌지요?",홍인표 [전문의],"안녕하세요. 하이닥 가정의학과 상담의 홍인표입니다.

약 부작용은 아닌 듯 하고 소금 양치질하시는 이유가 있는지요?
일단 소금 양치질을 중단해 보시면 어떨까요?
최근 많이 피곤하고 스트레스 많고 그러신가요? 잠은 잘 주무시나요?",https://www.hidoc.co.kr/healthqna/part/view/C0000489416
턱이명 치료를 하려면 어디로 가야하나요?,2019.12.29,저는 청주에 살고 있는 20살 남성입니다. 요즘 스트레스랑 피로 등등으로 갑자기 왼쪽 귀에서 웅웅하고 소리가 들리기 시작했습니다. 이비인후과에 가서 정밀 검사를 받았는데 귀에은 아무 이상이 없다고 합니다. 데가 평서에 턱이 안좋아서 턱에서 소리가 나기도 헸는데 턱을 좌우로 움직여 보니 턱에서 나는 소리가 맞는 듯합니다. 이 이명을 치료하기 위해서는 어느 과에 가야 하나요???,강현우 [전문의],"안녕하세요. 하이닥 이비인후과 상담의 강현우입니다.

귀에서 소리가 나는 경우는 이명이라고 하는데 보통은 귀의 이상으로 인해서 생기는 경우가 많지만
혈관 소리나 근육이상으로 인해 들리는 체성이명이 발생하는 경우가 있습니다.
보통 턱관절에서 나는 소리는 웅웅 소리는 아닐 가능성이 높은데
턱을 좌우로 움직일때 소리가 나신다면 구강외과 쪽으로 방문하셔서 턱관절 이상이 있는지 확인해 보시고
턱 관절에 이상이 없다면 턱 주위 근육의 문제일 가능성이 있으므로 이명 진료 하는 이비인후과 방문하셔서 진료하시면 되겠습니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000489285
편도염 삼출액에 대해 질문있습니다 선생님!,2019.12.29,"선생님 안녕하세요

2달전에 급성 편도염에 걸려 심한 삼출액과 편도가 부어 목통증과 오한으로 항생제를 5일 정도 먹고

금방 나았습니다. 그런데 그 이후에 편도에 삼출액 자국이 남아있고, 아주 소량씩 삼출액이 나와서

다시 일주일 동안 항생제를 복용하며 삼출액 자국이 사라졌습니다.

그런데 최근 다시 검은 싸이펜으로 콕 하고 찍은 듯한 크기의 아주 소량의 삼출액이 또 나와 편도에 붙어 있습니다.

편도결석은 아닌 듯 합니다. 이렇게 삼출액이 아주 소량씩 나오는 증상 말고는 문제 없는데(열이나 목에 통증은 전혀 없습니다..)

또 항생제를 복용해야 할까요?",홍인표 [전문의],"안녕하세요. 하이닥 가정의학과 상담의 홍인표입니다.

많이 힘드셨지요?
만일 지금 증상이 없으면 더 이상의 항생제 복용은 필요하지 않습니다.
혹시 불편한 증상이 있으신지요?",https://www.hidoc.co.kr/healthqna/part/view/C0000489300
어지럼증,2019.12.28,"안녕하세요 20살 여자이고, 어지럼증때문에 질문드립니다. 오후 3시쯤 기상하니 속이 안 좋고 너무 어지럽더라구요. 체한건가 싶어서 소화제를 먹고 죽을 먹었습니다. 직후엔 괜찮았습니다. 그런데 시간이 좀 지나니 또 속이 안 좋으면서 어지럽더라구요. 그래서 누워있었더니 처음엔 더 심하다가 좀 지나니 괜찮더군요. 그런데 한 3시간 정도 후에 다시 어지럼증이 시작됐습니다. 몸이 붕 뜨고 단소를 불때 숨이 부족할 때처럼 머리가 울리고요...중심은 잡을 수 있습니다. 왜 이러는 걸까요...또 병원을 간다면 어떤 진료과를 가야할까요",홍인표 [전문의],"안녕하세요. 하이닥 가정의학과 상담의 홍인표입니다.

갑자기 많이 불편하시겠어요. 매번 오후에 일어나나나요? 야간에 일하시나요?.
천정이 빙빙 도나요? 토하지는 않으시고? 갑자기 나타난 거라면 이석증이 의심됩니다
소리는 잘 들리죠?
신경과 진료 받으시면 제일좋구요.
가정의학과나 이비인후과 진료 받으시면 좋아요.",https://www.hidoc.co.kr/healthqna/part/view/C0000489272
입천장에 혹같은게 난 것 같은데 뭘까요?,2019.12.27,"약간 연구개와 경구개 사이? 안쪽의 입천장에 혹같은게 난 것 같아요.
침을 삼키다가 뭔가 이상해서 안쪽혀에 힘을 줘서 빨대빨듯이 해봤는데 아프더라구요. 혀로 천장을 훑어보니까 엄청 튀어나온건 아니구 언덕같이 혹이 있는 것 같아요. 뭔가 큰거 하나 그 뒤에 작은거 하나? 두개? 있는 것 같아요
이렇게 건들이고 나니 입을 가만히 있어도 그 부분이 뭔가 조금 뻐근?하네요. 그리고 혀로 막 힘줘서 훑었을때 아주 약간의? 그 피비린맛도 나는 것 같아요.
지금 밖이라서 어떻게 생겼는진 확인 안해봤는데 이게 뭘까요?",김진용 [전문의],"안녕하세요. 하이닥 이비인후과 상담의 김진용입니다.

사진으로 보여주시면 감사하겠습니다.
딱딱한가요?
술, 담배도 안하시고 나이로 볼 때 양성 병변이나 단순염증일 가능성이 많습니다.
가까운 이비인후과에 가서 진찰받아 보시죠.",https://www.hidoc.co.kr/healthqna/part/view/C0000489143
정신.의식잃고 쓰러질것같아요,2019.12.27,"안녕하세요
정신을잃거나 의식을 잃을것같이 쓰러질것같아요 어지럽지도않고 갑자기 이러네요 왼쪽 오른쪽 갈비뻐에 찌릿한증상과 왼쪽팔이 화끈거리네요 팔 다리부분이 갑자기 찌릿하기도해요 그리고 아랫잎술이 약간 떨려요
11월달이랑 저번주에 종합병원에서 심장검사 24시심전도.심장초음파.엑스레이
조영제투여 몸CT.MRI머리검사.혈액검사 이상없다는데 다른병원 가봐야할까요? 어디로 가봐야 할까요?",홍인표 [전문의],"안녕하세요. 하이닥 가정의학과 상담의 홍인표입니다.

많이 힘드시겠네요. 얼마나 되셨나요? 얼마나 자주 그러나요?
머리는 안 아픈가요?
가슴이 두근거리리거나 심장이 불규칙하게 뛰는 증상은 없나요?
스트레스 많은가요?
빨리 회복하세요.",https://www.hidoc.co.kr/healthqna/part/view/C0000489116
두통 및 어지러움 관련,2019.12.25,"안녕하세요!

약 한달전쯤 가만히 앉아있는 도중 몸이 떨리며 머리가 핑 돈적이 있습니다. 평소에 두통약 한번 먹어본적 없고 이런 경험이 처음이라 그냥 넘어갔는데 그 날 이후로 두통이 계속 되고 심장맥박과는 다른 느낌으로 몸에서 쿵쿵박동이 빠르게 느껴지고 머리 속이 흔들려 마치 제 몸이 흔들리는 것 같은 느낌도 받았습니다.

병원에 가서 약을 처방받고 먹어도 별로 효과가 느껴지지 않고 최근 대학병원 MRI까지 찍은 상태인데 결과가 나오려면 아직 이주정도가 남았습니다. 최근엔 길을 가다가 핑 돌며 무게중심이 흐트러진적도 있고 지금까지도 머리 압력과 조이는 느낌 등그러다 보니 일상생활에 있어 어딜 가게되면 혹시나 이러다 어지럽진 않을지 걱정되고 불안감이 매우 큰 상태입니다. 의식하고 있다보니 더 몸 박동이 심해지는것같구요 ㅠㅠㅠ
또렷한 원인과 해결방법을 모르겠어서 너무 답답합니다. 평소에 두통한번없던사람인데 이렇게 지속되다보니 뭘 하거나 어딜 가기가 무섭네요 ㅜㅜ 이러한 증상과 관련하여 답변받을 수 있는게 있을까요??",강기원 [한의사],"안녕하세요. 하이닥 한방과 상담의 강기원입니다.

두통과 어지럼증이 한달동안 지속되어 불편과 불안감이 심하시군요.
대학병원에서 MRI 촬영까지 하셨다니 당분간은 결과를 기다려 보셔야 할것 같습니다.
다행히 중추신경계에 문제가 없다면 충분한 휴식과 안정을 취하면서 증상완화를 위한 치료를 받는다면 좋아지실 겁니다.
한의원에서 치료를 받는것도 도움이 많이 되니 신경과, 이비인후과, 신경정신과와 더불어 여러과에서 적절한 치료를 받아보시기 바랍니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000488885
두통 및 어지러움,2019.12.26,"안녕하세요!

약 한달전쯤 가만히 앉아있는 도중 몸이 떨리며 머리가 핑 돈적이 있습니다. 평소에 두통약 한번 먹어본적 없고 이런 경험이 처음이라 그냥 넘어갔는데 그 날 이후로 두통이 계속 되고 심장맥박과는 다른 느낌으로 몸에서 쿵쿵박동이 빠르게 느껴지고 머리 속이 흔들려 마치 제 몸이 흔들리는 것 같은 느낌도 받았습니다.

병원에 가서 약을 처방받고 먹어도 별로 효과가 느껴지지 않고 최근 대학병원 MRI까지 찍은 상태인데 결과가 나오려면 아직 이주정도가 남았습니다. 최근엔 길을 가다가 핑 돌며 무게중심이 흐트러진적도 있고 지금까지도 머리 압력과 조이는 느낌 등그러다 보니 일상생활에 있어 어딜 가게되면 혹시나 이러다 어지럽진 않을지 걱정되고 불안감이 매우 큰 상태입니다. 의식하고 있다보니 더 몸 박동이 심해지는것같구요 ㅠㅠㅠ
잘때도 깊이자지못하고 중간에 꼭 깨고 깰때 팔이저리거나 가슴통증이 있습니다.
또렷한 원인과 해결방법을 모르겠어서 너무 답답합니다. 평소에 두통한번없던사람인데 이렇게 지속되다보니 뭘 하거나 어딜 가기가 무섭네요 ㅜㅜ 이러한 증상과 관련하여 답변받을 수 있는게 있을까요??",주재형 [전문의],"안녕하세요. 하이닥 신경과 상담의 주재형입니다.

우선 질문하신 증상이 뇌질환과의 관련성이 있는지 유무는 MRI결과를 확인해 보시는 것이 좋을 듯 합니다. 뇌검사상 이상이 없다면 호소하시는 양상의 두통과 어지럼증 빈맥 증상은 심리적 스트레스로 인해서도 발생할 수 있을 것으로 생각됩니다. 대학병원 신경과와 심장내과 진료를 받으시는 것이 좋겠습니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000488952
침에서 냄새가 심하게 납니다 잘때 코가막혀서 그런걸까요?,2019.12.27,"흡연,음주 안하눈데도 침에서 냄새가 심하게 납니다 잘때 코가막혀서 스런걸까요?",강기원 [한의사],"안녕하세요. 하이닥 한방과 상담의 강기원입니다.

침냄새 혹 입냄새로 걱정이 되시나 봅니다..
흡연이나 음주 외에도 냄새가 심한 음식, 구강내염증, 구강건조증, 편도결석, 위열 등 원인은 다양합니다.
말씀하신대로 코가 막혀있는 상태 등 일시적으로도 나타날 수 있는 증상이나 구강내를 청결히 하고 음식도 신경썼음에도 침냄새가 계속 심하게 난다면 한의원, 이비인후과, 치과 등에서 진료를 받아보시길 권해드립니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000489144
두통 및 어지러움 관련 ㅠㅠ,2019.12.25,"안녕하세요!

약 한달전쯤 가만히 앉아있는 도중 몸이 떨리며 머리가 핑 돈적이 있습니다. 평소에 두통약 한번 먹어본적 없고 이런 경험이 처음이라 그냥 넘어갔는데 그 날 이후로 두통이 계속 되고 심장맥박과는 다른 느낌으로 몸에서 쿵쿵박동이 빠르게 느껴지고 머리 속이 흔들려 마치 제 몸이 흔들리는 것 같은 느낌도 받았습니다.

병원에 가서 약을 처방받고 먹어도 별로 효과가 느껴지지 않고 최근 대학병원 MRI까지 찍은 상태인데 결과가 나오려면 아직 이주정도가 남았습니다. 최근엔 길을 가다가 핑 돌며 무게중심이 흐트러진적도 있고 지금까지도 머리 압력과 조이는 느낌 등그러다 보니 일상생활에 있어 어딜 가게되면 혹시나 이러다 어지럽진 않을지 걱정되고 불안감이 매우 큰 상태입니다. 의식하고 있다보니 더 몸 박동이 심해지는것같구요 ㅠㅠㅠ
또렷한 원인과 해결방법을 모르겠어서 너무 답답합니다. 평소에 두통한번없던사람인데 이렇게 지속되다보니 뭘 하거나 어딜 가기가 무섭네요 ㅜㅜ 이러한 증상과 관련하여 답변받을 수 있는게 있을까요??",강현우 [전문의],"안녕하세요. 하이닥 이비인후과 상담의 강현우입니다.

공복인 상태에서 스트레스를 받거나 장기간 서있을 때 쓰러지거나 의식을 잃는경우는 미주신경성 실신인 경우가 있고
조이는 듯한 두통이 지속되는 건 긴장형 두통일 가능성도 있습니다.
박동성으로 한쪽이 아프면서 구역등이 동반되고 눈앞에 번쩍이는 증상이 있다면  편두통 가능성도 있습니다.
울*라셋을 복용중이라면 약때문에 어지러울수도 있구요.
여러가지 가능성이 있어서 MRI를 찍었다면 진료보실 때 다시 증상을 설명하시면서  보시는 것이 좋을 듯 합니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000488888
감기약 먹고 술을 먹었어요..,2019.12.26,"불가피하게 술을 마셔서 맥주를 종이컵으로 6~8잔 마셨어요..
약중에 써스펜이알서방정이 있더라구요 아침 점심 약 먹고 저녁약은 안먹었습니다 오늘 아침약도 안먹었습니다.
점심약 먹고 7~8시간 뒤에 술을 먹었습니다.

간손상이 심하게 올가요?

오늘 내과 가려는데 가는게 좋은 선택이겠죠?

전체약 이미지 올려드립니다.",김태균 [전문의],"안녕하세요. 하이닥 가정의학과 상담의 김태균입니다.

당연히 약을 드시는 상태에서 술을 함께 드시는 건 좋지 않습니다.
하지만 지금 적어주신 것처럼 걱정을 크게 할 필요는 없습니다.
만약 너무 걱정이 되신다면 내과를 방문하시어 진료를 받아보시는 것도 걱정을 줄이는데 도움이 될 수 있습니다.
감사합니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000488989
블루라이트 하면 자기직전에 휴대폰 봐도 되나요? 그러면 수면에 지장이 없나요?,2019.12.26,휴대폰에 원레 있는 블루라이트와 휴대폰에 블루라이트 앱을 깔아서 이중블루라이트 한다음 화면 밝기를 최대한 낮췄어요. 이러면 수면에 지장이 없지 않을 까요?,우성욱 [전문의],"안녕하세요. 하이닥 안과 상담의 우성욱입니다.

블루라이트 스크린을 설치하면 아무래도 블루라이트가 눈으로 덜 들어오기 때문에 수면장애가 줄어들 수 있습니다. 하지만 자기 전에 장시간 핸드폰을 본다면 스크린을 설치하더라도 수면에 지장이 생길 수 있습니다.
가능하면 수면 전에 핸드폰을 덜 보는 것이 좋습니다. 도움이 되셨으면 좋겠습니다. 감사합니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000488970
두통 및 어지러움,2019.12.26,"안녕하세요!

약 한달전쯤 가만히 앉아있는 도중 몸이 떨리며 머리가 핑 돈적이 있습니다. 평소에 두통약 한번 먹어본적 없고 이런 경험이 처음이라 그냥 넘어갔는데 그 날 이후로 두통이 계속 되고 심장맥박과는 다른 느낌으로 몸에서 쿵쿵박동이 빠르게 느껴지고 머리 속이 흔들려 마치 제 몸이 흔들리는 것 같은 느낌도 받았습니다.

병원에 가서 약을 처방받고 먹어도 별로 효과가 느껴지지 않고 최근 대학병원 MRI까지 찍은 상태인데 결과가 나오려면 아직 이주정도가 남았습니다. 최근엔 길을 가다가 핑 돌며 무게중심이 흐트러진적도 있고 지금까지도 머리 압력과 조이는 느낌 등그러다 보니 일상생활에 있어 어딜 가게되면 혹시나 이러다 어지럽진 않을지 걱정되고 불안감이 매우 큰 상태입니다. 의식하고 있다보니 더 몸 박동이 심해지는것같구요 ㅠㅠㅠ
잘때도 중간에 꼭 깨며 팔이저리거나 가슴통증이 있습니다
또렷한 원인과 해결방법을 모르겠어서 너무 답답합니다. 평소에 두통한번없던사람인데 이렇게 지속되다보니 뭘 하거나 어딜 가기가 무섭네요 ㅜㅜ 이러한 증상과 관련하여 답변받을 수 있는게 있을까요??",전성호 [전문의],"안녕하세요. 하이닥 신경과 상담의 전성호입니다.

처음 겪는 증상으로 많이 걱정되시죠? 두통은 우리가 살면서 흔하게 겪는 증상 중 하나입니다.
대부분 일차성 두통으로 일시적인 경우가 많습니다. 하지만 두통이 지속되거나 다른 동반 증상들이 있을 경우 정 확한 원인을 찾아서 치료하시는게 중요합니다. 바쁘시겠지만 가까운 신경과에 내원하시면 적절한 검사 및 치료 를 받으실 수 있을 것으로 생각됩니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000488953
